acquisition_id,vehicle_id,dealership_id,acquisition_date,acquisition_source,acquisition_cost,reconditioning_cost,original_asking_price,msrp,initial_inventory_status,source_system
ACQ-00000381,VEH-0000381,GSA-002,2025-11-05,Customer Trade,1993.63,838.34,3429.05,,In Stock,arpi_synthetic_generator
ACQ-00000382,VEH-0000382,GSA-001,2025-10-01,Customer Trade,14580.71,2747.59,21872.98,,In Reconditioning,arpi_synthetic_generator
ACQ-00000383,VEH-0000383,GSA-003,2025-08-23,Auction,28396.02,1485.21,37785.89,,In Reconditioning,arpi_synthetic_generator
ACQ-00000384,VEH-0000384,GSA-001,2025-10-07,Customer Trade,16344.27,2223.83,24165.40,,In Reconditioning,arpi_synthetic_generator
ACQ-00000385,VEH-0000385,GSA-002,2025-05-14,Manufacturer Allocation,29563.51,102.00,33047.30,32653.66,In Transit,arpi_synthetic_generator
ACQ-00000386,VEH-0000386,GSA-001,2025-09-20,Manufacturer Allocation,43492.42,9.00,48906.16,48583.32,In Transit,arpi_synthetic_generator
ACQ-00000387,VEH-0000387,GSA-002,2025-08-09,Auction,12495.00,2067.93,19488.61,,In Reconditioning,arpi_synthetic_generator
ACQ-00000388,VEH-0000388,GSA-002,2025-06-01,Dealer Trade,14676.41,2560.18,23677.11,,In Reconditioning,arpi_synthetic_generator
ACQ-00000389,VEH-0000389,GSA-002,2025-09-12,Auction,2517.72,974.61,4882.14,,In Stock,arpi_synthetic_generator
ACQ-00000390,VEH-0000390,GSA-001,2025-09-16,Manufacturer Allocation,44581.67,139.00,48766.95,48542.34,In Transit,arpi_synthetic_generator
ACQ-00000391,VEH-0000391,GSA-001,2025-10-10,Manufacturer Allocation,42559.56,28.00,46576.73,46157.39,In Transit,arpi_synthetic_generator
ACQ-00000392,VEH-0000392,GSA-001,2025-11-20,Customer Trade,15449.02,2150.35,24738.75,,In Reconditioning,arpi_synthetic_generator
ACQ-00000393,VEH-0000393,GSA-001,2025-10-15,Customer Trade,20156.25,2574.55,29798.46,,In Reconditioning,arpi_synthetic_generator
ACQ-00000394,VEH-0000394,GSA-001,2025-04-05,Manufacturer Allocation,35346.73,92.00,38999.79,38404.41,In Transit,arpi_synthetic_generator
ACQ-00000395,VEH-0000395,GSA-002,2025-04-26,Manufacturer Allocation,28516.69,82.00,32247.85,32102.91,In Transit,arpi_synthetic_generator
ACQ-00000396,VEH-0000396,GSA-003,2025-10-04,Lease Return,33651.94,1564.44,47661.39,,In Reconditioning,arpi_synthetic_generator
ACQ-00000397,VEH-0000397,GSA-002,2025-10-02,Customer Trade,25889.43,1357.65,32903.71,,In Reconditioning,arpi_synthetic_generator
ACQ-00000398,VEH-0000398,GSA-002,2025-06-27,Customer Trade,7046.15,1722.62,11415.55,,In Reconditioning,arpi_synthetic_generator
ACQ-00000399,VEH-0000399,GSA-003,2025-08-16,Auction,18630.87,2202.69,26477.87,,In Reconditioning,arpi_synthetic_generator
ACQ-00000400,VEH-0000400,GSA-002,2025-06-17,Manufacturer Allocation,22514.93,162.00,25413.56,25014.23,In Transit,arpi_synthetic_generator
