product_sale_id,sale_id,sale_date,dealership_id,finance_manager_id,finance_product_id,lender_id,finance_structure,product_category,eligibility_rule_id,line_ordinal,product_sale_count,product_retail_price,product_dealer_cost,original_product_gross,contract_term_months,source_system
FPS-00000278,SLE-00000173,2025-08-12,GSA-001,EMP-00005,FP-002,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,1057.21,545.09,512.12,72,arpi_synthetic_generator
FPS-00000279,SLE-00000174,2025-08-12,GSA-002,EMP-00017,FP-007,LND-002,Lease,Tire & Wheel,ELIG-TW,1,1,1078.63,471.85,606.78,48,arpi_synthetic_generator
FPS-00000280,SLE-00000174,2025-08-12,GSA-002,EMP-00017,FP-015,LND-002,Lease,Paintless Dent Protection,ELIG-OTH,2,1,485.26,186.85,298.41,36,arpi_synthetic_generator
FPS-00000281,SLE-00000175,2025-08-12,GSA-002,EMP-00017,FP-013,LND-006,Retail Finance,Theft or Security Product,ELIG-OTH,1,1,806.47,264.01,542.46,60,arpi_synthetic_generator
FPS-00000282,SLE-00000178,2025-08-13,GSA-003,EMP-00028,FP-010,LND-003,Retail Finance,Appearance Protection,ELIG-OTH,1,1,759.80,249.47,510.33,48,arpi_synthetic_generator
FPS-00000283,SLE-00000179,2025-08-13,GSA-001,EMP-00005,FP-007,LND-001,Retail Finance,Tire & Wheel,ELIG-TW,1,1,1871.27,873.03,998.24,36,arpi_synthetic_generator
FPS-00000284,SLE-00000179,2025-08-13,GSA-001,EMP-00005,FP-008,LND-001,Retail Finance,Prepaid Maintenance,ELIG-PPM,2,1,1322.38,765.98,556.40,24,arpi_synthetic_generator
FPS-00000285,SLE-00000179,2025-08-13,GSA-001,EMP-00005,FP-010,LND-001,Retail Finance,Appearance Protection,ELIG-OTH,3,1,1442.39,493.25,949.14,48,arpi_synthetic_generator
FPS-00000286,SLE-00000180,2025-08-13,GSA-001,EMP-00005,FP-004,LND-004,Retail Finance,GAP,ELIG-GAP,1,1,766.26,220.66,545.60,72,arpi_synthetic_generator
FPS-00000287,SLE-00000181,2025-08-13,GSA-003,EMP-00028,FP-007,LND-005,Retail Finance,Tire & Wheel,ELIG-TW,1,1,839.78,358.42,481.36,60,arpi_synthetic_generator
FPS-00000288,SLE-00000182,2025-08-14,GSA-003,EMP-00028,FP-011,,Cash,Appearance Protection,ELIG-OTH,1,1,1420.98,486.19,934.79,48,arpi_synthetic_generator
FPS-00000289,SLE-00000184,2025-08-14,GSA-003,EMP-00028,FP-004,LND-002,Retail Finance,GAP,ELIG-GAP,1,1,408.12,116.84,291.28,72,arpi_synthetic_generator
FPS-00000290,SLE-00000184,2025-08-14,GSA-003,EMP-00028,FP-013,LND-002,Retail Finance,Theft or Security Product,ELIG-OTH,2,1,284.80,88.50,196.30,60,arpi_synthetic_generator
FPS-00000291,SLE-00000185,2025-08-14,GSA-001,EMP-00005,FP-004,LND-004,Retail Finance,GAP,ELIG-GAP,1,1,221.07,64.64,156.43,72,arpi_synthetic_generator
FPS-00000292,SLE-00000185,2025-08-14,GSA-001,EMP-00005,FP-007,LND-004,Retail Finance,Tire & Wheel,ELIG-TW,2,1,358.64,151.21,207.43,48,arpi_synthetic_generator
FPS-00000293,SLE-00000185,2025-08-14,GSA-001,EMP-00005,FP-015,LND-004,Retail Finance,Paintless Dent Protection,ELIG-OTH,3,1,160.71,58.69,102.02,36,arpi_synthetic_generator
FPS-00000294,SLE-00000186,2025-08-14,GSA-001,EMP-00005,FP-007,LND-001,Retail Finance,Tire & Wheel,ELIG-TW,1,1,1378.28,624.15,754.13,48,arpi_synthetic_generator
FPS-00000295,SLE-00000186,2025-08-14,GSA-001,EMP-00005,FP-011,LND-001,Retail Finance,Appearance Protection,ELIG-OTH,2,1,911.24,305.46,605.78,48,arpi_synthetic_generator
FPS-00000296,SLE-00000187,2025-08-14,GSA-001,EMP-00005,FP-002,LND-001,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,733.40,368.23,365.17,60,arpi_synthetic_generator
FPS-00000297,SLE-00000187,2025-08-14,GSA-001,EMP-00005,FP-004,LND-001,Retail Finance,GAP,ELIG-GAP,2,1,194.24,56.55,137.69,72,arpi_synthetic_generator
FPS-00000298,SLE-00000187,2025-08-14,GSA-001,EMP-00005,FP-011,LND-001,Retail Finance,Appearance Protection,ELIG-OTH,3,1,227.10,80.43,146.67,48,arpi_synthetic_generator
FPS-00000299,SLE-00000187,2025-08-14,GSA-001,EMP-00005,FP-013,LND-001,Retail Finance,Theft or Security Product,ELIG-OTH,4,1,134.84,42.05,92.79,60,arpi_synthetic_generator
FPS-00000300,SLE-00000187,2025-08-14,GSA-001,EMP-00005,FP-014,LND-001,Retail Finance,Paintless Dent Protection,ELIG-OTH,5,1,170.99,63.23,107.76,72,arpi_synthetic_generator
FPS-00000301,SLE-00000188,2025-08-14,GSA-003,EMP-00028,FP-005,LND-008,Retail Finance,GAP,ELIG-GAP,1,1,162.79,54.40,108.39,48,arpi_synthetic_generator
FPS-00000302,SLE-00000188,2025-08-14,GSA-003,EMP-00028,FP-007,LND-008,Retail Finance,Tire & Wheel,ELIG-TW,2,1,288.41,123.11,165.30,36,arpi_synthetic_generator
FPS-00000303,SLE-00000189,2025-08-14,GSA-003,EMP-00028,FP-003,LND-004,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,688.64,385.87,302.77,96,arpi_synthetic_generator
FPS-00000304,SLE-00000189,2025-08-14,GSA-003,EMP-00028,FP-004,LND-004,Retail Finance,GAP,ELIG-GAP,2,1,142.76,39.59,103.17,72,arpi_synthetic_generator
FPS-00000305,SLE-00000189,2025-08-14,GSA-003,EMP-00028,FP-013,LND-004,Retail Finance,Theft or Security Product,ELIG-OTH,3,1,102.62,33.10,69.52,60,arpi_synthetic_generator
FPS-00000306,SLE-00000191,2025-08-14,GSA-001,EMP-00005,FP-005,LND-001,Retail Finance,GAP,ELIG-GAP,1,1,1385.17,465.49,919.68,60,arpi_synthetic_generator
FPS-00000307,SLE-00000191,2025-08-14,GSA-001,EMP-00005,FP-012,LND-001,Retail Finance,Key Replacement,ELIG-OTH,2,1,861.85,333.04,528.81,36,arpi_synthetic_generator
FPS-00000308,SLE-00000192,2025-08-14,GSA-002,EMP-00017,FP-012,LND-008,Retail Finance,Key Replacement,ELIG-OTH,1,1,126.97,47.55,79.42,48,arpi_synthetic_generator
FPS-00000309,SLE-00000192,2025-08-14,GSA-002,EMP-00017,FP-014,LND-008,Retail Finance,Paintless Dent Protection,ELIG-OTH,2,1,187.72,63.42,124.30,60,arpi_synthetic_generator
FPS-00000310,SLE-00000193,2025-08-15,GSA-001,EMP-00005,FP-005,LND-001,Retail Finance,GAP,ELIG-GAP,1,1,477.30,155.21,322.09,60,arpi_synthetic_generator
FPS-00000311,SLE-00000193,2025-08-15,GSA-001,EMP-00005,FP-013,LND-001,Retail Finance,Theft or Security Product,ELIG-OTH,2,1,367.79,118.17,249.62,60,arpi_synthetic_generator
FPS-00000312,SLE-00000194,2025-08-15,GSA-002,EMP-00017,FP-004,LND-002,Retail Finance,GAP,ELIG-GAP,1,1,506.65,141.85,364.80,72,arpi_synthetic_generator
FPS-00000313,SLE-00000195,2025-08-15,GSA-002,EMP-00017,FP-002,LND-007,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,458.84,243.56,215.28,72,arpi_synthetic_generator
FPS-00000314,SLE-00000195,2025-08-15,GSA-002,EMP-00017,FP-006,LND-007,Retail Finance,Tire & Wheel,ELIG-TW,2,1,163.94,72.18,91.76,36,arpi_synthetic_generator
FPS-00000315,SLE-00000195,2025-08-15,GSA-002,EMP-00017,FP-008,LND-007,Retail Finance,Prepaid Maintenance,ELIG-PPM,3,1,138.84,78.84,60.00,24,arpi_synthetic_generator
FPS-00000316,SLE-00000195,2025-08-15,GSA-002,EMP-00017,FP-013,LND-007,Retail Finance,Theft or Security Product,ELIG-OTH,4,1,80.26,25.56,54.70,60,arpi_synthetic_generator
FPS-00000317,SLE-00000197,2025-08-16,GSA-002,EMP-00017,FP-001,LND-004,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,2542.40,1335.55,1206.85,60,arpi_synthetic_generator
FPS-00000318,SLE-00000197,2025-08-16,GSA-002,EMP-00017,FP-019,LND-004,Retail Finance,Other Aftermarket Product,ELIG-OTH,2,1,388.03,134.59,253.44,60,arpi_synthetic_generator
FPS-00000319,SLE-00000197,2025-08-16,GSA-002,EMP-00017,FP-018,LND-004,Retail Finance,Other Aftermarket Product,ELIG-OTH,3,1,488.58,174.80,313.78,24,arpi_synthetic_generator
FPS-00000320,SLE-00000198,2025-08-16,GSA-002,EMP-00017,FP-001,LND-007,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,654.43,347.73,306.70,72,arpi_synthetic_generator
FPS-00000321,SLE-00000198,2025-08-16,GSA-002,EMP-00017,FP-006,LND-007,Retail Finance,Tire & Wheel,ELIG-TW,2,1,293.02,133.53,159.49,24,arpi_synthetic_generator
FPS-00000322,SLE-00000198,2025-08-16,GSA-002,EMP-00017,FP-013,LND-007,Retail Finance,Theft or Security Product,ELIG-OTH,3,1,139.90,44.82,95.08,60,arpi_synthetic_generator
FPS-00000323,SLE-00000199,2025-08-16,GSA-001,EMP-00005,FP-004,LND-008,Retail Finance,GAP,ELIG-GAP,1,1,282.61,84.03,198.58,84,arpi_synthetic_generator
FPS-00000324,SLE-00000199,2025-08-16,GSA-001,EMP-00005,FP-007,LND-008,Retail Finance,Tire & Wheel,ELIG-TW,2,1,474.35,211.02,263.33,48,arpi_synthetic_generator
FPS-00000325,SLE-00000199,2025-08-16,GSA-001,EMP-00005,FP-009,LND-008,Retail Finance,Prepaid Maintenance,ELIG-PPM,3,1,281.13,164.58,116.55,24,arpi_synthetic_generator
FPS-00000326,SLE-00000200,2025-08-16,GSA-003,EMP-00028,FP-005,LND-009,Retail Finance,GAP,ELIG-GAP,1,1,686.40,210.06,476.34,60,arpi_synthetic_generator
FPS-00000327,SLE-00000201,2025-08-16,GSA-003,EMP-00028,FP-010,LND-001,Retail Finance,Appearance Protection,ELIG-OTH,1,1,965.52,332.09,633.43,48,arpi_synthetic_generator
FPS-00000328,SLE-00000202,2025-08-16,GSA-003,EMP-00028,FP-005,LND-006,Retail Finance,GAP,ELIG-GAP,1,1,239.99,72.73,167.26,48,arpi_synthetic_generator
FPS-00000329,SLE-00000202,2025-08-16,GSA-003,EMP-00028,FP-007,LND-006,Retail Finance,Tire & Wheel,ELIG-TW,2,1,474.76,219.68,255.08,48,arpi_synthetic_generator
FPS-00000330,SLE-00000203,2025-08-18,GSA-001,EMP-00005,FP-004,LND-003,Retail Finance,GAP,ELIG-GAP,1,1,1891.10,574.45,1316.65,84,arpi_synthetic_generator
FPS-00000331,SLE-00000204,2025-08-18,GSA-001,,FP-010,LND-006,Retail Finance,Appearance Protection,ELIG-OTH,1,1,235.89,78.63,157.26,72,arpi_synthetic_generator
FPS-00000332,SLE-00000205,2025-08-18,GSA-001,,FP-013,LND-006,Retail Finance,Theft or Security Product,ELIG-OTH,1,1,169.48,50.84,118.64,72,arpi_synthetic_generator
FPS-00000333,SLE-00000205,2025-08-18,GSA-001,,FP-015,LND-006,Retail Finance,Paintless Dent Protection,ELIG-OTH,2,1,182.05,67.23,114.82,36,arpi_synthetic_generator
FPS-00000334,SLE-00000206,2025-08-18,GSA-001,EMP-00005,FP-003,LND-008,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1535.81,847.34,688.47,72,arpi_synthetic_generator
FPS-00000335,SLE-00000206,2025-08-18,GSA-001,EMP-00005,FP-005,LND-008,Retail Finance,GAP,ELIG-GAP,2,1,299.86,95.87,203.99,48,arpi_synthetic_generator
FPS-00000336,SLE-00000207,2025-08-19,GSA-003,EMP-00028,FP-004,LND-004,Retail Finance,GAP,ELIG-GAP,1,1,457.13,130.86,326.27,60,arpi_synthetic_generator
FPS-00000337,SLE-00000211,2025-08-21,GSA-002,EMP-00017,FP-005,LND-003,Retail Finance,GAP,ELIG-GAP,1,1,208.95,68.68,140.27,60,arpi_synthetic_generator
FPS-00000338,SLE-00000212,2025-08-21,GSA-003,EMP-00028,FP-002,LND-006,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1102.17,535.97,566.20,60,arpi_synthetic_generator
FPS-00000339,SLE-00000213,2025-08-22,GSA-003,EMP-00028,FP-004,LND-003,Retail Finance,GAP,ELIG-GAP,1,1,1354.09,380.69,973.40,72,arpi_synthetic_generator
FPS-00000340,SLE-00000214,2025-08-22,GSA-001,EMP-00005,FP-001,LND-001,Lease,Vehicle Service Contract,ELIG-VSC,1,1,1034.60,548.84,485.76,60,arpi_synthetic_generator
FPS-00000341,SLE-00000214,2025-08-22,GSA-001,EMP-00005,FP-017,LND-001,Lease,Lease Wear Protection,ELIG-LWP,2,1,391.00,148.12,242.88,39,arpi_synthetic_generator
FPS-00000342,SLE-00000215,2025-08-22,GSA-001,EMP-00005,FP-003,LND-003,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1229.31,649.46,579.85,84,arpi_synthetic_generator
FPS-00000343,SLE-00000215,2025-08-22,GSA-001,EMP-00005,FP-006,LND-003,Retail Finance,Tire & Wheel,ELIG-TW,2,1,413.73,190.38,223.35,36,arpi_synthetic_generator
FPS-00000344,SLE-00000215,2025-08-22,GSA-001,EMP-00005,FP-013,LND-003,Retail Finance,Theft or Security Product,ELIG-OTH,3,1,194.08,60.93,133.15,60,arpi_synthetic_generator
FPS-00000345,SLE-00000216,2025-08-23,GSA-001,EMP-00005,FP-002,LND-006,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,2620.73,1404.04,1216.69,72,arpi_synthetic_generator
FPS-00000346,SLE-00000219,2025-08-23,GSA-003,EMP-00028,FP-001,LND-006,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,346.69,189.40,157.29,60,arpi_synthetic_generator
FPS-00000347,SLE-00000219,2025-08-23,GSA-003,EMP-00028,FP-005,LND-006,Retail Finance,GAP,ELIG-GAP,2,1,93.44,30.53,62.91,60,arpi_synthetic_generator
FPS-00000348,SLE-00000220,2025-08-23,GSA-001,EMP-00005,FP-005,LND-001,Retail Finance,GAP,ELIG-GAP,1,1,195.35,59.60,135.75,60,arpi_synthetic_generator
FPS-00000349,SLE-00000220,2025-08-23,GSA-001,EMP-00005,FP-006,LND-001,Retail Finance,Tire & Wheel,ELIG-TW,2,1,327.36,150.88,176.48,36,arpi_synthetic_generator
FPS-00000350,SLE-00000220,2025-08-23,GSA-001,EMP-00005,FP-010,LND-001,Retail Finance,Appearance Protection,ELIG-OTH,3,1,297.03,100.19,196.84,48,arpi_synthetic_generator
FPS-00000351,SLE-00000221,2025-08-23,GSA-001,EMP-00005,FP-008,LND-001,Lease,Prepaid Maintenance,ELIG-PPM,1,1,2044.60,1166.69,877.91,24,arpi_synthetic_generator
FPS-00000352,SLE-00000221,2025-08-23,GSA-001,EMP-00005,FP-014,LND-001,Lease,Paintless Dent Protection,ELIG-OTH,2,1,1425.76,496.21,929.55,72,arpi_synthetic_generator
FPS-00000353,SLE-00000222,2025-08-23,GSA-002,EMP-00017,FP-002,LND-006,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,311.42,151.70,159.72,72,arpi_synthetic_generator
FPS-00000354,SLE-00000222,2025-08-23,GSA-002,EMP-00017,FP-008,LND-006,Retail Finance,Prepaid Maintenance,ELIG-PPM,2,1,96.95,52.44,44.51,24,arpi_synthetic_generator
FPS-00000355,SLE-00000223,2025-08-23,GSA-002,EMP-00017,FP-010,LND-006,Retail Finance,Appearance Protection,ELIG-OTH,1,1,1689.83,593.96,1095.87,60,arpi_synthetic_generator
FPS-00000356,SLE-00000223,2025-08-23,GSA-002,EMP-00017,FP-012,LND-006,Retail Finance,Key Replacement,ELIG-OTH,2,1,711.37,276.80,434.57,60,arpi_synthetic_generator
FPS-00000357,SLE-00000224,2025-08-24,GSA-001,EMP-00005,FP-001,LND-001,Lease,Vehicle Service Contract,ELIG-VSC,1,1,2678.66,1374.25,1304.41,60,arpi_synthetic_generator
FPS-00000358,SLE-00000224,2025-08-24,GSA-001,EMP-00005,FP-016,LND-001,Lease,Lease Wear Protection,ELIG-LWP,2,1,931.92,357.98,573.94,36,arpi_synthetic_generator
FPS-00000359,SLE-00000225,2025-08-25,GSA-003,EMP-00028,FP-011,LND-008,Retail Finance,Appearance Protection,ELIG-OTH,1,1,514.95,173.43,341.52,48,arpi_synthetic_generator
FPS-00000360,SLE-00000225,2025-08-25,GSA-003,EMP-00028,FP-019,LND-008,Retail Finance,Other Aftermarket Product,ELIG-OTH,2,1,228.44,82.07,146.37,48,arpi_synthetic_generator
FPS-00000361,SLE-00000226,2025-08-25,GSA-002,EMP-00017,FP-018,LND-008,Retail Finance,Other Aftermarket Product,ELIG-OTH,1,1,1453.00,576.08,876.92,36,arpi_synthetic_generator
FPS-00000362,SLE-00000227,2025-08-25,GSA-002,EMP-00017,FP-001,LND-010,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1699.44,918.40,781.04,60,arpi_synthetic_generator
FPS-00000363,SLE-00000227,2025-08-25,GSA-002,EMP-00017,FP-004,LND-010,Retail Finance,GAP,ELIG-GAP,2,1,520.21,160.93,359.28,84,arpi_synthetic_generator
FPS-00000364,SLE-00000227,2025-08-25,GSA-002,EMP-00017,FP-008,LND-010,Retail Finance,Prepaid Maintenance,ELIG-PPM,3,1,604.39,338.83,265.56,36,arpi_synthetic_generator
FPS-00000365,SLE-00000229,2025-08-25,GSA-001,EMP-00005,FP-019,,Cash,Other Aftermarket Product,ELIG-OTH,1,1,2054.03,717.04,1336.99,72,arpi_synthetic_generator
FPS-00000366,SLE-00000230,2025-08-26,GSA-002,EMP-00017,FP-003,LND-010,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,762.66,417.58,345.08,72,arpi_synthetic_generator
FPS-00000367,SLE-00000230,2025-08-26,GSA-002,EMP-00017,FP-010,LND-010,Retail Finance,Appearance Protection,ELIG-OTH,2,1,229.72,81.47,148.25,60,arpi_synthetic_generator
FPS-00000368,SLE-00000230,2025-08-26,GSA-002,EMP-00017,FP-012,LND-010,Retail Finance,Key Replacement,ELIG-OTH,3,1,97.01,38.22,58.79,48,arpi_synthetic_generator
FPS-00000369,SLE-00000230,2025-08-26,GSA-002,EMP-00017,FP-013,LND-010,Retail Finance,Theft or Security Product,ELIG-OTH,4,1,117.70,38.46,79.24,60,arpi_synthetic_generator
FPS-00000370,SLE-00000231,2025-08-26,GSA-002,EMP-00017,FP-009,,Cash,Prepaid Maintenance,ELIG-PPM,1,1,637.28,350.22,287.06,24,arpi_synthetic_generator
FPS-00000371,SLE-00000231,2025-08-26,GSA-002,EMP-00017,FP-011,,Cash,Appearance Protection,ELIG-OTH,2,1,827.98,307.02,520.96,48,arpi_synthetic_generator
FPS-00000372,SLE-00000232,2025-08-26,GSA-002,EMP-00017,FP-006,LND-002,Retail Finance,Tire & Wheel,ELIG-TW,1,1,1296.16,590.39,705.77,48,arpi_synthetic_generator
FPS-00000373,SLE-00000233,2025-08-26,GSA-003,EMP-00028,FP-002,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,3946.49,1928.09,2018.40,60,arpi_synthetic_generator
FPS-00000374,SLE-00000234,2025-08-26,GSA-002,EMP-00017,FP-012,,Cash,Key Replacement,ELIG-OTH,1,1,2785.46,1120.63,1664.83,48,arpi_synthetic_generator
FPS-00000375,SLE-00000235,2025-08-26,GSA-003,EMP-00028,FP-002,LND-007,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,345.68,184.26,161.42,72,arpi_synthetic_generator
FPS-00000376,SLE-00000235,2025-08-26,GSA-003,EMP-00028,FP-004,LND-007,Retail Finance,GAP,ELIG-GAP,2,1,87.10,26.24,60.86,72,arpi_synthetic_generator
FPS-00000377,SLE-00000235,2025-08-26,GSA-003,EMP-00028,FP-006,LND-007,Retail Finance,Tire & Wheel,ELIG-TW,3,1,123.76,54.96,68.80,24,arpi_synthetic_generator
FPS-00000378,SLE-00000236,2025-08-26,GSA-001,EMP-00005,FP-005,LND-001,Retail Finance,GAP,ELIG-GAP,1,1,1117.39,356.63,760.76,48,arpi_synthetic_generator
FPS-00000379,SLE-00000236,2025-08-26,GSA-001,EMP-00005,FP-008,LND-001,Retail Finance,Prepaid Maintenance,ELIG-PPM,2,1,1397.01,750.36,646.65,48,arpi_synthetic_generator
FPS-00000380,SLE-00000236,2025-08-26,GSA-001,EMP-00005,FP-015,LND-001,Retail Finance,Paintless Dent Protection,ELIG-OTH,3,1,927.40,356.83,570.57,36,arpi_synthetic_generator
FPS-00000381,SLE-00000237,2025-08-27,GSA-002,EMP-00017,FP-003,LND-009,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,1147.59,616.76,530.83,72,arpi_synthetic_generator
FPS-00000382,SLE-00000237,2025-08-27,GSA-002,EMP-00017,FP-004,LND-009,Retail Finance,GAP,ELIG-GAP,2,1,258.31,77.44,180.87,72,arpi_synthetic_generator
FPS-00000383,SLE-00000237,2025-08-27,GSA-002,EMP-00017,FP-012,LND-009,Retail Finance,Key Replacement,ELIG-OTH,3,1,143.31,52.87,90.44,36,arpi_synthetic_generator
FPS-00000384,SLE-00000237,2025-08-27,GSA-002,EMP-00017,FP-013,LND-009,Retail Finance,Theft or Security Product,ELIG-OTH,4,1,173.23,51.34,121.89,48,arpi_synthetic_generator
FPS-00000385,SLE-00000238,2025-08-27,GSA-001,EMP-00005,FP-005,LND-001,Retail Finance,GAP,ELIG-GAP,1,1,288.22,89.49,198.73,72,arpi_synthetic_generator
FPS-00000386,SLE-00000238,2025-08-27,GSA-001,EMP-00005,FP-007,LND-001,Retail Finance,Tire & Wheel,ELIG-TW,2,1,538.73,235.67,303.06,36,arpi_synthetic_generator
FPS-00000387,SLE-00000238,2025-08-27,GSA-001,EMP-00005,FP-008,LND-001,Retail Finance,Prepaid Maintenance,ELIG-PPM,3,1,398.88,229.96,168.92,48,arpi_synthetic_generator
FPS-00000388,SLE-00000238,2025-08-27,GSA-001,EMP-00005,FP-010,LND-001,Retail Finance,Appearance Protection,ELIG-OTH,4,1,417.94,129.79,288.15,60,arpi_synthetic_generator
FPS-00000389,SLE-00000239,2025-08-27,GSA-002,EMP-00017,FP-004,LND-007,Retail Finance,GAP,ELIG-GAP,1,1,452.08,141.34,310.74,72,arpi_synthetic_generator
FPS-00000390,SLE-00000239,2025-08-27,GSA-002,EMP-00017,FP-018,LND-007,Retail Finance,Other Aftermarket Product,ELIG-OTH,2,1,282.21,106.57,175.64,36,arpi_synthetic_generator
FPS-00000391,SLE-00000242,2025-08-27,GSA-001,EMP-00005,FP-006,LND-001,Lease,Tire & Wheel,ELIG-TW,1,1,1082.73,484.94,597.79,24,arpi_synthetic_generator
FPS-00000392,SLE-00000242,2025-08-27,GSA-001,EMP-00005,FP-008,LND-001,Lease,Prepaid Maintenance,ELIG-PPM,2,1,848.84,457.97,390.87,48,arpi_synthetic_generator
FPS-00000393,SLE-00000243,2025-08-27,GSA-002,EMP-00017,FP-001,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,2025.77,1055.01,970.76,72,arpi_synthetic_generator
FPS-00000394,SLE-00000244,2025-08-28,GSA-002,EMP-00017,FP-003,LND-002,Retail Finance,Vehicle Service Contract,ELIG-VSC,1,1,582.65,305.49,277.16,72,arpi_synthetic_generator
FPS-00000395,SLE-00000244,2025-08-28,GSA-002,EMP-00017,FP-007,LND-002,Retail Finance,Tire & Wheel,ELIG-TW,2,1,223.12,97.89,125.23,48,arpi_synthetic_generator
FPS-00000396,SLE-00000244,2025-08-28,GSA-002,EMP-00017,FP-010,LND-002,Retail Finance,Appearance Protection,ELIG-OTH,3,1,183.22,64.15,119.07,72,arpi_synthetic_generator
FPS-00000397,SLE-00000244,2025-08-28,GSA-002,EMP-00017,FP-012,LND-002,Retail Finance,Key Replacement,ELIG-OTH,4,1,77.02,29.80,47.22,48,arpi_synthetic_generator
FPS-00000398,SLE-00000245,2025-08-28,GSA-002,EMP-00017,FP-002,,Cash,Vehicle Service Contract,ELIG-VSC,1,1,1093.47,556.57,536.90,84,arpi_synthetic_generator
FPS-00000399,SLE-00000246,2025-08-29,GSA-002,EMP-00017,FP-007,,Cash,Tire & Wheel,ELIG-TW,1,1,2270.99,1005.34,1265.65,60,arpi_synthetic_generator
FPS-00000400,SLE-00000247,2025-08-29,GSA-001,,FP-011,LND-005,Retail Finance,Appearance Protection,ELIG-OTH,1,1,791.90,283.01,508.89,48,arpi_synthetic_generator
