vehicle_key,vehicle_id,synthetic_vin,vehicle_model_key,vehicle_model_id,condition_type,exterior_color,interior_color,odometer_reading,odometer_band,acquisition_source,source_system
342,VEH-0000342,ARPITG0Z364KXAC44,65,VMD-00065,Used,Mosaic Black,Medium Ash Gray,72023,60k-100k,Off-street Purchase,arpi_synthetic_generator
343,VEH-0000343,ARPIUXAKRUU4LZPGX,58,VMD-00058,Used,Sunlit Yellow,Jet Black,47394,30k-60k,Auction,arpi_synthetic_generator
344,VEH-0000344,ARPID9BLBD1W2LY8W,116,VMD-00116,Used,Silver Ice,Slate Gray,10281,10k-30k,Auction,arpi_synthetic_generator
345,VEH-0000345,ARPILGK9CNBMDXKSF,59,VMD-00059,Used,Magnetite Gray,Jet Black,44607,30k-60k,Lease Return,arpi_synthetic_generator
346,VEH-0000346,ARPIRF5TS3WVNKPXB,11,VMD-00011,Used,Silver Ice,Medium Ash Gray,78434,60k-100k,Auction,arpi_synthetic_generator
347,VEH-0000347,ARPILRM9NV810DN88,9,VMD-00009,Used,Mosaic Black,Medium Ash Gray,128282,Over 100k,Customer Trade,arpi_synthetic_generator
348,VEH-0000348,ARPIXXNR8LUKC22FP,47,VMD-00047,Used,Magnetite Gray,Warm Ivory,52198,30k-60k,Off-street Purchase,arpi_synthetic_generator
349,VEH-0000349,ARPI3R102C0WT6L9D,6,VMD-00006,Used,Sandstone Beige,Warm Ivory,126693,Over 100k,Lease Return,arpi_synthetic_generator
350,VEH-0000350,ARPIBULML2MAFSK85,90,VMD-00090,Used,Mosaic Black,Jet Black,18152,10k-30k,Customer Trade,arpi_synthetic_generator
351,VEH-0000351,ARPIHCFUD14CHJWDU,24,VMD-00024,Certified,Summit White,Titanium,80000,60k-100k,Lease Return,arpi_synthetic_generator
352,VEH-0000352,ARPISYN704UYPU88E,79,VMD-00079,Used,Northsky Blue,Jet Black,33191,30k-60k,Customer Trade,arpi_synthetic_generator
353,VEH-0000353,ARPIR71PH01M7RWFR,101,VMD-00101,New,Summit White,Medium Ash Gray,2,New,Manufacturer Allocation,arpi_synthetic_generator
354,VEH-0000354,ARPIP3P98BKM73XZN,80,VMD-00080,Certified,Mosaic Black,Slate Gray,38925,30k-60k,Auction,arpi_synthetic_generator
355,VEH-0000355,ARPITBMFJEXP070C0,92,VMD-00092,Used,Cayenne Orange,Jet Black,19414,10k-30k,Dealer Trade,arpi_synthetic_generator
356,VEH-0000356,ARPIMVW3ELGGKLCKK,53,VMD-00053,Used,Silver Ice,Slate Gray,52146,30k-60k,Auction,arpi_synthetic_generator
357,VEH-0000357,ARPIYK48VCVY7H5YS,103,VMD-00103,New,Magnetite Gray,Warm Ivory,32,New,Manufacturer Allocation,arpi_synthetic_generator
358,VEH-0000358,ARPIS84074U3T0RWG,115,VMD-00115,New,Silver Ice,Titanium,4,New,Manufacturer Allocation,arpi_synthetic_generator
359,VEH-0000359,ARPIDXMKGBCTLUBG8,61,VMD-00061,Used,Silver Ice,Jet Black,40017,30k-60k,Lease Return,arpi_synthetic_generator
360,VEH-0000360,ARPIZ7L1A41UT1ZX9,83,VMD-00083,Used,Cayenne Orange,Titanium,38229,30k-60k,Lease Return,arpi_synthetic_generator
361,VEH-0000361,ARPIEZDL123E650E5,72,VMD-00072,Used,Crystal Black Silica,Slate Gray,46823,30k-60k,Customer Trade,arpi_synthetic_generator
362,VEH-0000362,ARPI2MTN3PBELJLRC,114,VMD-00114,Used,Sandstone Beige,Medium Ash Gray,5463,Under 10k,Auction,arpi_synthetic_generator
363,VEH-0000363,ARPINLZHL4V19DN9M,6,VMD-00006,Used,Cherry Red,Medium Ash Gray,149114,Over 100k,Auction,arpi_synthetic_generator
364,VEH-0000364,ARPI67LPFPSN011NH,46,VMD-00046,Certified,Magnetite Gray,Jet Black,47346,30k-60k,Customer Trade,arpi_synthetic_generator
365,VEH-0000365,ARPI53H7LK3DX2MDD,70,VMD-00070,Used,Crystal Black Silica,Slate Gray,30284,30k-60k,Off-street Purchase,arpi_synthetic_generator
366,VEH-0000366,ARPIM9HA0TFX8YK1H,120,VMD-00120,New,Ice Silver,Jet Black,13,New,Manufacturer Allocation,arpi_synthetic_generator
367,VEH-0000367,ARPIFBN3XNRGL4LKG,38,VMD-00038,Used,Mosaic Black,Warm Ivory,55161,30k-60k,Auction,arpi_synthetic_generator
368,VEH-0000368,ARPI6ENELL6GSWMUD,5,VMD-00005,Used,Mosaic Black,Saddle Tan,82907,60k-100k,Auction,arpi_synthetic_generator
369,VEH-0000369,ARPIZU4N1CF2MM4AZ,56,VMD-00056,Certified,Mosaic Black,Medium Ash Gray,61346,60k-100k,Lease Return,arpi_synthetic_generator
370,VEH-0000370,ARPI0GF5FH2TVMJWK,83,VMD-00083,Used,Crystal Black Silica,Saddle Tan,38813,30k-60k,Dealer Trade,arpi_synthetic_generator
371,VEH-0000371,ARPITH47DPXDFGSE4,103,VMD-00103,New,Summit White,Slate Gray,24,New,Manufacturer Allocation,arpi_synthetic_generator
372,VEH-0000372,ARPIXMG94F198698Y,87,VMD-00087,New,Sandstone Beige,Warm Ivory,5,New,Manufacturer Allocation,arpi_synthetic_generator
373,VEH-0000373,ARPI73W20VC8KNNNF,36,VMD-00036,Certified,Cayenne Orange,Jet Black,77533,60k-100k,Lease Return,arpi_synthetic_generator
374,VEH-0000374,ARPI09XBXU3KMG7WW,43,VMD-00043,Used,Magnetite Gray,Jet Black,92425,60k-100k,Auction,arpi_synthetic_generator
375,VEH-0000375,ARPIE4U58RMXTB126,83,VMD-00083,Used,Northsky Blue,Saddle Tan,29355,10k-30k,Auction,arpi_synthetic_generator
376,VEH-0000376,ARPI6BJE4C8V1MEBK,62,VMD-00062,Used,Mosaic Black,Warm Ivory,36598,30k-60k,Lease Return,arpi_synthetic_generator
377,VEH-0000377,ARPIGGFF65L0KAZFX,87,VMD-00087,Used,Silver Ice,Jet Black,33423,30k-60k,Customer Trade,arpi_synthetic_generator
378,VEH-0000378,ARPISJKF9XNMM6SNS,101,VMD-00101,New,Northsky Blue,Saddle Tan,3,New,Manufacturer Allocation,arpi_synthetic_generator
379,VEH-0000379,ARPIP9LXGME2RT8J2,115,VMD-00115,Used,Mosaic Black,Warm Ivory,6638,Under 10k,Auction,arpi_synthetic_generator
380,VEH-0000380,ARPI3V9VGKB0CFF4L,70,VMD-00070,Used,Northsky Blue,Slate Gray,36507,30k-60k,Auction,arpi_synthetic_generator
381,VEH-0000381,ARPIA8ZLMTVV6BBS0,4,VMD-00004,Used,Cherry Red,Slate Gray,63764,60k-100k,Customer Trade,arpi_synthetic_generator
382,VEH-0000382,ARPIYS3UACLMU577Y,49,VMD-00049,Certified,Summit White,Slate Gray,38518,30k-60k,Customer Trade,arpi_synthetic_generator
383,VEH-0000383,ARPI51C03VY5P0A70,78,VMD-00078,Used,Cherry Red,Jet Black,27934,10k-30k,Auction,arpi_synthetic_generator
384,VEH-0000384,ARPIHTR6WT8L4NJGL,64,VMD-00064,Used,Crystal Black Silica,Jet Black,36582,30k-60k,Customer Trade,arpi_synthetic_generator
385,VEH-0000385,ARPI82Y34RAGTVJY0,120,VMD-00120,New,Summit White,Medium Ash Gray,34,New,Manufacturer Allocation,arpi_synthetic_generator
386,VEH-0000386,ARPIJ9ARBEDLNYPY1,114,VMD-00114,New,Autumn Green,Slate Gray,27,New,Manufacturer Allocation,arpi_synthetic_generator
387,VEH-0000387,ARPITFJ4M2344EFHH,75,VMD-00075,Used,Summit White,Medium Ash Gray,25496,10k-30k,Auction,arpi_synthetic_generator
388,VEH-0000388,ARPIL5UJ95K0C01SP,84,VMD-00084,Used,Mosaic Black,Slate Gray,24022,10k-30k,Dealer Trade,arpi_synthetic_generator
389,VEH-0000389,ARPIECZ90CERNS2ST,24,VMD-00024,Certified,Northsky Blue,Saddle Tan,80000,60k-100k,Auction,arpi_synthetic_generator
390,VEH-0000390,ARPIDCR50VSKX2BN6,113,VMD-00113,New,Mosaic Black,Titanium,23,New,Manufacturer Allocation,arpi_synthetic_generator
391,VEH-0000391,ARPIJHRJFBXXP1WZB,89,VMD-00089,New,Crystal Black Silica,Saddle Tan,11,New,Manufacturer Allocation,arpi_synthetic_generator
392,VEH-0000392,ARPI9HTS0RTXASBNV,63,VMD-00063,Used,Silver Ice,Medium Ash Gray,49325,30k-60k,Customer Trade,arpi_synthetic_generator
393,VEH-0000393,ARPIED309CADP3C7D,79,VMD-00079,Certified,Silver Ice,Titanium,23836,10k-30k,Customer Trade,arpi_synthetic_generator
394,VEH-0000394,ARPIDMGUT6AW7R5EE,103,VMD-00103,New,Sandstone Beige,Titanium,38,New,Manufacturer Allocation,arpi_synthetic_generator
395,VEH-0000395,ARPI3350VB0ZZ4Z0B,120,VMD-00120,New,Magnetite Gray,Slate Gray,32,New,Manufacturer Allocation,arpi_synthetic_generator
396,VEH-0000396,ARPI3EF5G59FDCMCH,117,VMD-00117,Used,Crystal Black Silica,Titanium,4341,Under 10k,Lease Return,arpi_synthetic_generator
397,VEH-0000397,ARPI4BBP09PJBEM05,91,VMD-00091,Used,Sandstone Beige,Jet Black,10558,10k-30k,Customer Trade,arpi_synthetic_generator
398,VEH-0000398,ARPIGDZ9XA9L8WF4Z,17,VMD-00017,Used,Summit White,Jet Black,51299,30k-60k,Customer Trade,arpi_synthetic_generator
399,VEH-0000399,ARPI12N1FD8RJYX8B,82,VMD-00082,Used,Magnetite Gray,Medium Ash Gray,43530,30k-60k,Auction,arpi_synthetic_generator
400,VEH-0000400,ARPIL93LGR1V4HTNL,110,VMD-00110,New,Crystal Black Silica,Slate Gray,8,New,Manufacturer Allocation,arpi_synthetic_generator
